instrument_token
3014145
121345
1147137
1793
4923649
1378561
3329
4583169
5533185
7707649
5633
1805569
3478273
6401
912129
3861249
4451329
2615553
5058817
4617985
10241
2903809
879361
4565249
3350017
2079745
375553
20225
2995969
1148673
3456257
4524801
25601
303361
325121
4492033
3486721
82945
724225
2941697
6599681
6483969
40193
3676417
41729
49409
2332417
1376769
51969
6247169
5166593
54273
60417
4538369
386049
3691009
2974209
1436161
425729
1552897
5436929
70401
71169
2031617
1510401
4267265
4999937
3848705
4268801
78081
81153
3712257
85761
86529
87297
89601
3553281
579329
1195009
2928385
800513
94209
94977
97281
548865
416769
98049
101121
107265
103425
590337
5404929
108033
981505
2714625
112129
2911489
122881
4931841
126721
2127617
6404353
131329
4966657
806145
558337
134657
3887105
140033
5013761
1790465
382465
695297
2029825
1591297
87553
149249
5567745
999937
152321
7452929
320001
2931713
5420545
3905025
3812865
628225
3406081
160001
3849985
160769
5204225
194561
2187777
163073
69121
524545
175361
5565441
1316353
177665
5215745
5506049
2955009
3876097
1215745
2620929
189953
595969
730625
1131777
193793
4376065
3831297
1459457
1471489
3536897
197633
2067201
199937
4577537
4630017
5556225
3513601
207617
211713
3851265
4536833
4933377
219393
3938305
6248705
5591041
3721473
2800641
3771393
5097729
3103745
5263361
3947265
2885377
225537
714753
4152833
4160769
3885825
3870465
232961
234497
235265
237569
239873
4818433
1256193
251137
4314113
233729
5415425
244481
245249
6211841
3016193
2936577
173057
258049
413185
7689729
1253889
261889
6280193
265729
958465
266497
7872513
3520001
304641
2962689
3735553
4704769
3661825
277761
2259969
1207553
336641
5155841
1777665
281601
3504129
3004161
3047681
3045377
2012673
3526657
4296449
288513
70913
403457
293121
303617
295169
1895937
1332225
401921
3463169
300545
1014529
302337
36865
2585345
2796801
4576001
3693569
308481
3432705
5051137
3039233
151553
315393
316161
1753089
3535361
1020673
3471361
1401601
319233
3378433
5425921
324353
2713345
1124097
589569
12289
4647425
996353
2513665
352001
3982081
1850625
340481
1086465
341249
119553
5003009
342017
592897
669185
1177089
345089
1804289
5619457
428033
3766273
2475009
372481
348161
348929
4592385
359169
359937
356865
364545
585985
3116289
526337
874753
3669505
361473
5331201
655873
3699201
7712001
133633
1270529
5573121
5037825
7565569
4774913
3068673
3717889
377857
3677697
3060993
2863105
56321
380161
381697
111617
162305
2883073
3606017
3023105
3346433
3343617
4924161
387073
387841
389377
2745857
3663105
2865921
524289
2989313
2814209
790529
1346049
7458561
4865
4159745
408065
408833
3384577
2010113
1517057
2393089
415745
5225729
418049
3920129
1276417
3484417
519425
637185
424961
4940545
1439233
428801
1442049
3382017
1316609
5319169
441857
2983681
1149697
449537
774145
1723649
3908097
3453697
3036161
3695361
1134081
3491073
2933761
3011329
2876417
3149825
4574465
3041281
1195777
3001089
828673
4632577
712449
931073
2800385
7670273
3877377
462849
464385
756481
306177
470529
471297
3394561
3407361
3031297
475905
4896257
4259585
3703297
4756737
5359617
4870401
3425537
3912449
3871745
492033
1497857
3803649
4634113
2478849
3817473
2707713
498945
3832833
4835585
2061825
2983425
3692289
506625
667137
511233
416513
2817537
2939649
4561409
4752385
516609
3587585
2672641
2893057
727297
519937
2919169
2912513
3823873
2060801
98561
533761
534529
6281729
3531777
4879617
1041153
2708225
2815745
50945
543745
5561857
7399937
130305
2674433
7982337
3776001
2452737
548353
4488705
4437249
630529
6629633
3623425
3675137
3544065
4596993
5332481
1718529
578305
1076225
3826433
1152769
2707969
582913
584449
2395137
693505
587265
2899201
6054401
5821185
1003009
1629185
3520257
3756033
610561
764673
8042241
1027585
593665
2538753
3944705
4598529
3612417
615937
297985
3564801
3031041
4454401
102145
2707457
2949633
619777
2197761
3924993
625153
2305793
1933569
2977281
2762497
3724033
2756609
2748929
4464129
2723073
3802369
633601
3911169
5496065
7702785
760833
7977729
5102337
3689729
6519809
1038081
6500353
7455745
1347585
617473
4701441
2905857
3660545
3454977
5786113
648961
240641
678145
3725313
681985
6191105
2929921
2730497
4840449
2402561
6583809
687873
3834113
4724993
692481
693249
5197313
4107521
2259201
701185
5376257
5344513
2906881
1112065
3820033
3365633
4532225
3357697
2813441
622337
3926273
1894657
720897
523009
1174273
2009857
3443457
731905
4708097
733697
3930881
3649281
738561
3857409
3078657
7577089
5202689
962817
2921217
4968961
32769
3906305
3433985
4485121
4359425
6585345
2445313
3388417
3336961
3601409
758529
613633
767233
369153
4546049
1252353
3067649
4600577
5582849
779521
258817
7995905
780289
669697
3659777
784897
4421633
2605057
4911105
182785
5202177
787969
1277953
2695681
4066049
4544513
2870273
3024129
794369
3005185
806401
5504257
4834049
815617
3668225
3539457
940033
3412993
993281
1688577
773377
1522689
2927361
3785729
2930177
837889
1102337
3028225
1887745
5399297
2383105
539393
247553
850945
851713
4378881
7426049
854785
558849
856321
857089
857857
4516097
3431425
860161
2992385
860929
864001
760321
2875649
4593921
3076609
6936321
866305
3197185
6192641
3577857
5143553
871681
185345
952577
878593
873217
414977
876289
884737
4343041
877057
895745
114433
419585
2708481
4921089
1068033
2953217
3255297
3465729
1649921
5409537
889601
891137
4360193
3588865
3764993
3634689
894209
897537
1018881
900609
3529217
502785
2479361
6549505
3348737
907777
3637249
2170625
3646721
2886401
4278529
2873089
269569
4369665
3898369
2952193
916225
2889473
2263041
134913
2691841
2909185
3415553
84481
987393
4843777
784129
961793
941057
3932673
3465217
4445185
945665
947969
7496705
3475713
951809
2226177
953345
6218753
530689
5168129
4330241
3026177
2976257
2880769
2964481
964097
4610817
969473
1921537
768513
972545
6399745
3050241
975873
275457
4514561
